Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04141:Protein processing in endoplasmic reticulum	38	1.760074108383511	9.649049571469582E-4	CAN1_HUMAN, ENPL_HUMAN, SEC62_HUMAN, LMAN1_HUMAN, GANAB_HUMAN, ATF6A_HUMAN, GRP78_HUMAN, E2AK4_HUMAN, CUL1_HUMAN, DJB11_HUMAN, HSP76_HUMAN, CALR_HUMAN, TERA_HUMAN, NPL4_HUMAN, HSP7C_HUMAN, SC23A_HUMAN, MOGS_HUMAN, PDIA3_HUMAN, S61A1_HUMAN, PDIA6_HUMAN, UGGG2_HUMAN, PDIA1_HUMAN, TXND5_HUMAN, HS71L_HUMAN, MA1A1_HUMAN, PDIA4_HUMAN, MP2K7_HUMAN, S61A2_HUMAN, MA1C1_HUMAN, HYOU1_HUMAN, GLU2B_HUMAN, HS90A_HUMAN, UGGG1_HUMAN, PR15A_HUMAN, HS90B_HUMAN, LMAN2_HUMAN, BAP31_HUMAN, SC24B_HUMAN	907	169	6910	1.7130405850616182	0.24125994395097417	0.02478726322235869	1.272457222101231
KEGG_PATHWAY	hsa01230:Biosynthesis of amino acids	21	0.9726725335803612	0.0010053637482185939	PGAM2_HUMAN, TALDO_HUMAN, ENOG_HUMAN, ACY1_HUMAN, ALAT1_HUMAN, ACON_HUMAN, KPYM_HUMAN, G3P_HUMAN, PGAM4_HUMAN, ENOB_HUMAN, TPIS_HUMAN, PGAM1_HUMAN, ALAT2_HUMAN, TKT_HUMAN, BCAT1_HUMAN, PGK2_HUMAN, AATC_HUMAN, ENOA_HUMAN, PGK1_HUMAN, ALDOC_HUMAN, IDH3G_HUMAN	907	74	6910	2.1620131708334576	0.24999744597078932	0.02368814716434109	1.3254833036337565
KEGG_PATHWAY	hsa03050:Proteasome	15	0.6947660954145438	0.0010192446907336897	PSA7L_HUMAN, PSD12_HUMAN, PSA4_HUMAN, PSME2_HUMAN, PSB2_HUMAN, PSB4_HUMAN, PRS7_HUMAN, PSME1_HUMAN, PSB6_HUMAN, PSA2_HUMAN, PSA7_HUMAN, PSMD8_HUMAN, PSA6_HUMAN, PSA5_HUMAN, PSA1_HUMAN	907	44	6910	2.5972236143129197	0.2529720210873554	0.02218502936311728	1.3436698699362593
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	66	3.0569708198239924	0.0012773097457610036	EFNA3_HUMAN, ENPL_HUMAN, CO6A6_HUMAN, CSF3R_HUMAN, ITA9_HUMAN, COMP_HUMAN, PGFRB_HUMAN, OSTP_HUMAN, VGFR2_HUMAN, MET_HUMAN, LAMB2_HUMAN, LAMA4_HUMAN, JAK2_HUMAN, 1433E_HUMAN, IL6RA_HUMAN, KIT_HUMAN, FGFR2_HUMAN, TENX_HUMAN, FGF9_HUMAN, LAMA2_HUMAN, P85A_HUMAN, CHAD_HUMAN, FGFR4_HUMAN, EFNA1_HUMAN, IGF1R_HUMAN, CO6A2_HUMAN, STK11_HUMAN, HS90A_HUMAN, 1433T_HUMAN, RELN_HUMAN, ITA2_HUMAN, LAMC1_HUMAN, MCL1_HUMAN, FINC_HUMAN, CORA1_HUMAN, ITB6_HUMAN, COBA2_HUMAN, NFKB1_HUMAN, CO6A5_HUMAN, EGFR_HUMAN, TSP3_HUMAN, TSP2_HUMAN, NGF_HUMAN, OSMR_HUMAN, VTNC_HUMAN, INAR2_HUMAN, CR3L1_HUMAN, CSF1R_HUMAN, TSP1_HUMAN, VGFR3_HUMAN, CSF1_HUMAN, 1433G_HUMAN, CO1A2_HUMAN, GHR_HUMAN, CO6A3_HUMAN, ITB3_HUMAN, FGFR1_HUMAN, VWF_HUMAN, 1433B_HUMAN, TSP4_HUMAN, CO1A1_HUMAN, HS90B_HUMAN, P2R3B_HUMAN, LAMA5_HUMAN, CO2A1_HUMAN, TENA_HUMAN	907	345	6910	1.45745649777096	0.30618095429646774	0.025772366216301856	1.6812182480054338
KEGG_PATHWAY	hsa04974:Protein digestion and absorption	23	1.0653080129689672	0.0017624276432898953	KCNQ1_HUMAN, CO6A6_HUMAN, XPP2_HUMAN, TRY2_HUMAN, CORA1_HUMAN, CBPA3_HUMAN, DPP4_HUMAN, COEA1_HUMAN, COBA2_HUMAN, CO1A2_HUMAN, CEL2B_HUMAN, CO6A3_HUMAN, PCP_HUMAN, CO6A2_HUMAN, CBPB2_HUMAN, CO6A5_HUMAN, CEL2A_HUMAN, TRY1_HUMAN, 4F2_HUMAN, CO1A1_HUMAN, COIA1_HUMAN, CO2A1_HUMAN, CBPA1_HUMAN	907	88	6910	1.9912047709732381	0.3961919974675232	0.03307395689350057	2.31286239736056
KEGG_PATHWAY	hsa05144:Malaria	15	0.6947660954145438	0.0031924522249580835	LYAM2_HUMAN, CCL2_HUMAN, TSP1_HUMAN, ITAL_HUMAN, HBB_HUMAN, VCAM1_HUMAN, COMP_HUMAN, HBA_HUMAN, CR1_HUMAN, TSP3_HUMAN, LYAM3_HUMAN, MET_HUMAN, TSP2_HUMAN, TSP4_HUMAN, TGFB1_HUMAN	907	49	6910	2.3322007965258873	0.5992838132750437	0.055553622074961284	4.153050195087971
KEGG_PATHWAY	hsa04514:Cell adhesion molecules (CAMs)	31	1.4358499305233905	0.004902428339809695	HLAE_HUMAN, CADM1_HUMAN, 1B59_HUMAN, CADH1_HUMAN, 1C05_HUMAN, ITAL_HUMAN, 1B08_HUMAN, 1C07_HUMAN, CD99_HUMAN, ITA9_HUMAN, 1B13_HUMAN, 1A25_HUMAN, CD166_HUMAN, 1C12_HUMAN, 1A30_HUMAN, LYAM3_HUMAN, 1A23_HUMAN, 1C06_HUMAN, 1B07_HUMAN, ICAM2_HUMAN, 1B14_HUMAN, PTPRF_HUMAN, NRCAM_HUMAN, 1C04_HUMAN, 1B15_HUMAN, 1A43_HUMAN, 1B58_HUMAN, 1C16_HUMAN, 1B35_HUMAN, 1B44_HUMAN, 1B48_HUMAN, 1C14_HUMAN, 1B49_HUMAN, CADH3_HUMAN, 1B42_HUMAN, PVR_HUMAN, 1A68_HUMAN, 1B40_HUMAN, 1A32_HUMAN, 1B67_HUMAN, HLAF_HUMAN, NRX2A_HUMAN, 1C15_HUMAN, LFA3_HUMAN, 1A02_HUMAN, 1B55_HUMAN, 1B46_HUMAN, NRX3A_HUMAN, VCAM1_HUMAN, 1C02_HUMAN, 1B73_HUMAN, 1B41_HUMAN, 1A69_HUMAN, 1B51_HUMAN, PTPRM_HUMAN, 1A34_HUMAN, 1B54_HUMAN, 1B47_HUMAN, 1A31_HUMAN, CD34_HUMAN, 1C01_HUMAN, CSPG2_HUMAN, LYAM2_HUMAN, 1B38_HUMAN, 1A74_HUMAN, 1A80_HUMAN, 1A36_HUMAN, ICAM3_HUMAN, 1B39_HUMAN, LYAM1_HUMAN, 1B81_HUMAN, 1A03_HUMAN, 1B82_HUMAN, 1A11_HUMAN, 1A66_HUMAN, L1CAM_HUMAN, 1B56_HUMAN, 1B52_HUMAN, NEO1_HUMAN, 1A33_HUMAN, 1A01_HUMAN, 1A26_HUMAN, 1B27_HUMAN, 1B50_HUMAN, CADH5_HUMAN, 1A24_HUMAN, ITAM_HUMAN	907	142	6910	1.6631985962078977	0.7547660468164658	0.07935335168792956	6.311392567848917
KEGG_PATHWAY	hsa05410:Hypertrophic cardiomyopathy (HCM)	19	0.8800370541917555	0.010693138716108923	CAC1D_HUMAN, CAC1C_HUMAN, ITB6_HUMAN, DAG1_HUMAN, ITA9_HUMAN, RYR2_HUMAN, TPM2_HUMAN, TPM4_HUMAN, TPM1_HUMAN, ITB3_HUMAN, CA2D1_HUMAN, DESM_HUMAN, ACTB_HUMAN, ACTC_HUMAN, ITA2_HUMAN, CA2D2_HUMAN, TPM3_HUMAN, ACE_HUMAN, TGFB1_HUMAN	907	78	6910	1.8557939671500863	0.9537968018116554	0.15702418816994668	13.291196821081641
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	39	1.8063918480778138	0.01071051210361124	IGF2_HUMAN, GPC3_HUMAN, ANK2_HUMAN, UROK_HUMAN, WN10B_HUMAN, WNT9B_HUMAN, HPSE2_HUMAN, ITPR2_HUMAN, CATL1_HUMAN, MMP2_HUMAN, EZRI_HUMAN, LUM_HUMAN, FZD9_HUMAN, FLNC_HUMAN, EGFR_HUMAN, VGFR2_HUMAN, TNR6_HUMAN, ACTB_HUMAN, MET_HUMAN, ITPR1_HUMAN, ITPR3_HUMAN, MMP9_HUMAN, VTNC_HUMAN, FLNA_HUMAN, ROCK2_HUMAN, TSP1_HUMAN, MOES_HUMAN, P85A_HUMAN, CD44_HUMAN, IGF1R_HUMAN, ERBB4_HUMAN, ITB3_HUMAN, FGFR1_HUMAN, HPSE_HUMAN, ITA2_HUMAN, PGBM_HUMAN, TGFB1_HUMAN, FLNB_HUMAN, FINC_HUMAN	907	200	6910	1.4856119073869902	0.9540282773998131	0.14963617302951004	13.311394283817634
KEGG_PATHWAY	hsa00350:Tyrosine metabolism	11	0.5094951366373321	0.011965980150609954	ADH1A_HUMAN, TY3H_HUMAN, DOPO_HUMAN, MAAI_HUMAN, PERT_HUMAN, FAAA_HUMAN, MIF_HUMAN, AOC3_HUMAN, AOC2_HUMAN, AATC_HUMAN, DDC_HUMAN	907	35	6910	2.3943928177665774	0.9680285049037604	0.15814334909931438	14.759479401080867
KEGG_PATHWAY	hsa01210:2-Oxocarboxylic acid metabolism	7	0.3242241778601204	0.01714927582792352	ALAT1_HUMAN, ACON_HUMAN, ALAT2_HUMAN, BCAT1_HUMAN, AATC_HUMAN, ACY1_HUMAN, IDH3G_HUMAN	907	17	6910	3.137038718464232	0.992896985036295	0.20988965330834486	20.504416884593358
KEGG_PATHWAY	hsa04612:Antigen processing and presentation	18	0.8337193144974525	0.017474863775336053	HLAE_HUMAN, 1B59_HUMAN, 1C05_HUMAN, 1B08_HUMAN, 1B13_HUMAN, 1C07_HUMAN, 1A25_HUMAN, CATL1_HUMAN, 1C12_HUMAN, CALR_HUMAN, HSP7C_HUMAN, 1A30_HUMAN, 1A23_HUMAN, 1C06_HUMAN, 1B07_HUMAN, LGMN_HUMAN, 1B14_HUMAN, 1C04_HUMAN, 1B15_HUMAN, 1A43_HUMAN, 1B58_HUMAN, HS71L_HUMAN, 1B35_HUMAN, 1B44_HUMAN, 1C16_HUMAN, 1B48_HUMAN, 1B49_HUMAN, 1C14_HUMAN, 1B42_HUMAN, 1A68_HUMAN, HS90A_HUMAN, CATB_HUMAN, 1B40_HUMAN, 1A32_HUMAN, 1B67_HUMAN, HLAF_HUMAN, 1C15_HUMAN, 1A02_HUMAN, 1B55_HUMAN, 1B46_HUMAN, HSP76_HUMAN, 1C02_HUMAN, 1B73_HUMAN, PSME2_HUMAN, 1B41_HUMAN, 1A69_HUMAN, 1B51_HUMAN, PSME1_HUMAN, 1A34_HUMAN, 1B54_HUMAN, 1B47_HUMAN, PDIA3_HUMAN, 1A31_HUMAN, 1B38_HUMAN, 1C01_HUMAN, 1A74_HUMAN, 1A80_HUMAN, 1A36_HUMAN, 1B39_HUMAN, 1B81_HUMAN, 1A03_HUMAN, 1B82_HUMAN, 1A11_HUMAN, 1A66_HUMAN, 1B56_HUMAN, 1B52_HUMAN, 1A33_HUMAN, 1A01_HUMAN, HS90B_HUMAN, 1A26_HUMAN, CATS_HUMAN, 1B50_HUMAN, 1B27_HUMAN, 1A24_HUMAN	907	76	6910	1.8043869320489758	0.9935391511182663	0.204815862054198	20.85304993363597
KEGG_PATHWAY	hsa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC)	17	0.7874015748031495	0.01939951009632318	CAC1D_HUMAN, ACTN4_HUMAN, DSG2_HUMAN, CAC1C_HUMAN, ITB6_HUMAN, DAG1_HUMAN, ITA9_HUMAN, RYR2_HUMAN, DESP_HUMAN, ITB3_HUMAN, CA2D1_HUMAN, DESM_HUMAN, ACTB_HUMAN, DSC2_HUMAN, ITA2_HUMAN, CA2D2_HUMAN, ACTN2_HUMAN	907	71	6910	1.8241532990667266	0.9963124129411594	0.21619832690677088	22.885210691527835
KEGG_PATHWAY	hsa00500:Starch and sucrose metabolism	10	0.4631773969430292	0.022695719568054544	PYGM_HUMAN, PYGL_HUMAN, LYAG_HUMAN, PGM1_HUMAN, AMY1_HUMAN, AMYP_HUMAN, ENPP1_HUMAN, AMY2B_HUMAN, TREA_HUMAN, G6PI_HUMAN	907	33	6910	2.3086432127225955	0.9985922580224151	0.2393437099957204	26.253855000372184
KEGG_PATHWAY	hsa05143:African trypanosomiasis	10	0.4631773969430292	0.022695719568054544	I23O2_HUMAN, LYAM2_HUMAN, HPTR_HUMAN, TNR6_HUMAN, I23O1_HUMAN, HBB_HUMAN, LAMA4_HUMAN, VCAM1_HUMAN, HBA_HUMAN, PLCB3_HUMAN	907	33	6910	2.3086432127225955	0.9985922580224151	0.2393437099957204	26.253855000372184
KEGG_PATHWAY	hsa00511:Other glycan degradation	7	0.3242241778601204	0.022938828822036655	ASPG_HUMAN, NEUR3_HUMAN, HEXA_HUMAN, MA2B2_HUMAN, FUCO_HUMAN, HEXB_HUMAN, FUCO2_HUMAN	907	18	6910	2.962758789660664	0.9986889422851072	0.23315979888385419	26.496837778430926
KEGG_PATHWAY	hsa04614:Renin-angiotensin system	8	0.37054191755442334	0.023870663944031343	CBPA3_HUMAN, PPCE_HUMAN, ANGT_HUMAN, NEUL_HUMAN, AMPE_HUMAN, PPGB_HUMAN, ACE_HUMAN, PCP_HUMAN	907	23	6910	2.6499209050381096	0.9990020554863733	0.2333784642476271	27.42134811193263
KEGG_PATHWAY	hsa04640:Hematopoietic cell lineage	19	0.8800370541917555	0.025128635201376422	CSF1R_HUMAN, FCER2_HUMAN, CSF3R_HUMAN, CSF1_HUMAN, CD1B_HUMAN, CD59_HUMAN, CD44_HUMAN, CR2_HUMAN, CR1_HUMAN, ITB3_HUMAN, CD14_HUMAN, DAF_HUMAN, ITA2_HUMAN, IL6RA_HUMAN, IL1R2_HUMAN, KIT_HUMAN, ITAM_HUMAN, GP1BA_HUMAN, CD34_HUMAN	907	85	6910	1.7029638757377261	0.9993098686148603	0.23629892979766498	28.65238125431231
KEGG_PATHWAY	hsa01130:Biosynthesis of antibiotics	39	1.8063918480778138	0.025927986145312033	PGAM2_HUMAN, NDKA_HUMAN, PAFA_HUMAN, NDKB_HUMAN, LDHC_HUMAN, ODPB_HUMAN, TALDO_HUMAN, PUR2_HUMAN, KPYM_HUMAN, 6PGD_HUMAN, G3P_HUMAN, F16P1_HUMAN, TPIS_HUMAN, PGAM1_HUMAN, PMGE_HUMAN, BCAT1_HUMAN, AATC_HUMAN, PGK2_HUMAN, ALDOC_HUMAN, G6PI_HUMAN, PGK1_HUMAN, ENOA_HUMAN, PGM1_HUMAN, LDH6B_HUMAN, MDHC_HUMAN, GCST_HUMAN, ENOG_HUMAN, LDH6A_HUMAN, ACY1_HUMAN, ACON_HUMAN, PCYOX_HUMAN, PGAM4_HUMAN, LDHB_HUMAN, ENOB_HUMAN, LDHA_HUMAN, DLDH_HUMAN, TKT_HUMAN, CATA_HUMAN, IDH3G_HUMAN	907	212	6910	1.401520667346217	0.9994541858238197	0.2353443777140397	29.424552995810384
KEGG_PATHWAY	hsa00030:Pentose phosphate pathway	9	0.41685965724872626	0.0289796657675234	6PGD_HUMAN, F16P1_HUMAN, PGM1_HUMAN, G6PE_HUMAN, TALDO_HUMAN, TKT_HUMAN, DEOC_HUMAN, ALDOC_HUMAN, G6PI_HUMAN	907	29	6910	2.36436908337452	0.9997775149480111	0.25175322018903334	32.301965827100354
KEGG_PATHWAY	hsa00531:Glycosaminoglycan degradation	7	0.3242241778601204	0.029908314376639458	HYAL3_HUMAN, IDS_HUMAN, ANAG_HUMAN, HPSE2_HUMAN, HPSE_HUMAN, HEXA_HUMAN, HEXB_HUMAN	907	19	6910	2.806824116520629	0.9998307784132127	0.25134477703733704	33.15581373396523
KEGG_PATHWAY	hsa00620:Pyruvate metabolism	11	0.5094951366373321	0.030191085669016873	KPYM_HUMAN, ACACA_HUMAN, LDHC_HUMAN, LDH6B_HUMAN, ODPB_HUMAN, MDHC_HUMAN, LDHB_HUMAN, LDHA_HUMAN, DLDH_HUMAN, LDH6A_HUMAN, MAOM_HUMAN	907	40	6910	2.0950937155457554	0.9998443155901916	0.24635087793675814	33.41382393523278
KEGG_PATHWAY	hsa05230:Central carbon metabolism in cancer	15	0.6947660954145438	0.035013932794695196	PGAM2_HUMAN, FGFR2_HUMAN, MOT4_HUMAN, ODPB_HUMAN, GTR2_HUMAN, P85A_HUMAN, PGFRB_HUMAN, EGFR_HUMAN, NTRK3_HUMAN, KPYM_HUMAN, PGAM4_HUMAN, FGFR1_HUMAN, MET_HUMAN, PGAM1_HUMAN, KIT_HUMAN	907	64	6910	1.7855912348401326	0.999962587367407	0.27279505922515357	37.67499235731
